Level,Name,Value,Description
    4,"VDDIO4SV","B_0x0(0)","Vless thansub>DDIO4 less than/sub>independent I/O supply valid."
    4,"VDDIO4RDY","B_0x0(0)","Vless thansub>DDIO4 less than/sub>ready"
    4,"VDDIO4VRSEL","B_0x0(0)","Vless thansub>DDIO4less than/sub> I/O voltage range selection"
    4,"VDDIO4VRSTBY","B_0x0(0)","Vless thansub>DDIO4less than/sub> I/O voltage range Standby mode"
   3,"PWR_SVMCR2",0x00000000,"PWR supply voltage monitoring control register 2"
    4,"VDDIO5VMEN","B_0x0(0)","Vless thansub>DDIO5 less than/sub>independent voltage monitor enable"
    4,"VDDIO5SV","B_0x0(0)","Vless thansub>DDIO5 less than/sub>independent supply valid"
    4,"VDDIO5RDY","B_0x0(0)","Vless thansub>DDIO5 less than/sub>ready"
    4,"VDDIO5VRSEL","B_0x0(0)","Vless thansub>DDIO5less than/sub> I/O voltage range selection"
    4,"VDDIO5VRSTBY","B_0x0(0)","Vless thansub>DDIO5less than/sub> I/O voltage range Standby mode"
   3,"PWR_SVMCR3",0x00101010,"PWR supply voltage monitoring control register 3"
    4,"VDDIO2VMEN","B_0x0(0)","Vless thansub>DDIO2 less than/sub>independent voltage monitor enable"
    4,"VDDIO3VMEN","B_0x0(0)","Vless thansub>DDIO3 less than/sub>independent voltage monitor enable"
    4,"USB33VMEN","B_0x0(0)","Vless thansub>DD33USB less than/sub>independent USB 33 voltage monitor enable."
    4,"AVMEN","B_0x1(1)","Vless thansub>DDA18ADC less than/sub>independent ADC voltage monitor enable"
    4,"VDDIO2SV","B_0x0(0)","Vless thansub>DDIO2 less than/sub>independent supply valid."
    4,"VDDIO3SV","B_0x0(0)","Vless thansub>DDIO3 less than/sub>independent supply valid"
    4,"USB33SV","B_0x0(0)","Vless thansub>DD33USB less than/sub>independent supply valid"
    4,"ASV","B_0x1(1)","Vless thansub>DDA18ADC less than/sub>independent supply valid"
    4,"VDDIO2RDY","B_0x0(0)","Vless thansub>DDIO2 less than/sub>ready"
    4,"VDDIO3RDY","B_0x0(0)","Vless thansub>DDIO3 less than/sub>ready"
    4,"USB33RDY","B_0x0(0)","Vless thansub>DD33USB less than/sub>ready"
    4,"ARDY","B_0x1(1)","Vless thansub>DDA18ADC less than/sub>ready"
    4,"VDDIOVRSEL","B_0x0(0)","Vless thansub>DDless than/sub> I/O voltage range selection"
    4,"VDDIO2VRSEL","B_0x0(0)","Vless thansub>DDIO2less than/sub> I/O voltage range selection"
    4,"VDDIO3VRSEL","B_0x0(0)","Vless thansub>DDIO3less than/sub> I/O voltage range selection"
   3,"PWR_WKUPCR",0x00000000,"PWR wake-up clear register"
   3,"PWR_WKUPSR",0x00000000,"PWR wake-up status register"
   3,"PWR_WKUPEPR",0x00000000,"PWR wake-up enable and polarity register"
   3,"PWR_SECCFGR",0x00000000,"PWR security configuration register"
   3,"PWR_PRIVCFGR",0x00000000,"PWR privilege configuration register"
  2,"PWR_S","17 Registers","Power control"
   3,"PWR_CR1",0x00000020,"PWR control register 1"
   3,"PWR_CR2",0x00000000,"PWR control register 2"
   3,"PWR_CR3",0x00000000,"PWR control register 3"
   3,"PWR_CR4",0x00000000,"PWR control register 4"
   3,"PWR_VOSCR",0x00020002,"PWR voltage scaling control register"
   3,"PWR_BDCR1",0x00000000,"PWR backup domain control register 1"
   3,"PWR_BDCR2",0x00000000,"PWR backup domain control register 2"
   3,"PWR_DBPCR",0x00000000,"PWR disable backup protection control register"
   3,"PWR_CPUCR",0x00010000,"PWR CPU control register"
   3,"PWR_SVMCR1",0x00000000,"PWR supply voltage monitoring control register 1"
   3,"PWR_SVMCR2",0x00000000,"PWR supply voltage monitoring control register 2"
   3,"PWR_SVMCR3",0x00101010,"PWR supply voltage monitoring control register 3"
   3,"PWR_WKUPCR",0x00000000,"PWR wake-up clear register"
   3,"PWR_WKUPSR",0x00000000,"PWR wake-up status register"
   3,"PWR_WKUPEPR",0x00000000,"PWR wake-up enable and polarity register"
   3,"PWR_SECCFGR",0x00000000,"PWR security configuration register"
   3,"PWR_PRIVCFGR",0x00000000,"PWR privilege configuration register"
 1,"RAMCFG","76 Registers",
 1,"RCC","500 Registers",
  2,"RCC","250 Registers","Reset and clock control"
   3,"RCC_CR",0x00000009,"RCC control register"
   3,"RCC_SR",0x00000009,"RCC status register"
   3,"RCC_STOPCR",0x00000002,"RCC Stop mode control register"
   3,"RCC_CFGR1",0x00000000,"RCC configuration register 1"
   3,"RCC_CFGR2",0x00100000,"RCC configuration register 2"
   3,"RCC_CKPROTR",0x00000000,"RCC clock protection register"
   3,"RCC_BDCR",0x00000000,"RCC backup domain protection register"
   3,"RCC_HWRSR",0x00000000,"RCC reset status register for hardware"
   3,"RCC_RSR",0x01E00000,"RCC reset register"
   3,"RCC_LSECFGR",0x00000000,"RCC LSE configuration register"
   3,"RCC_MSICFGR",0x3A000000,"RCC MSI configuration register"
   3,"RCC_HSICFGR",0x92000000,"RCC HSI configuration register"
   3,"RCC_HSIMCR",0x001F07A1,"RCC HSI monitor control register"
   3,"RCC_HSIMSR",0x00000000,"RCC HSI monitor status register"
   3,"RCC_HSECFGR",0x00000800,"RCC HSE configuration register"
   3,"RCC_PLL1CFGR1",0x08202500,"RCC PLL1 configuration register 1"
   3,"RCC_PLL1CFGR2",0x00800000,"RCC PLL1 configuration register 2"
   3,"RCC_PLL1CFGR3",0x4900000D,"RCC PLL1 configuration register 3"
   3,"RCC_PLL2CFGR1",0x08000000,"RCC PLL2 configuration register 1"
   3,"RCC_PLL2CFGR2",0x00000000,"RCC PLL2 configuration register 2"
   3,"RCC_PLL2CFGR3",0x49000005,"RCC PLL2 configuration register 3"
   3,"RCC_PLL3CFGR1",0x08000000,"RCC PLL3 configuration register 1"
   3,"RCC_PLL3CFGR2",0x00000000,"RCC PLL3 configuration register 2"
   3,"RCC_PLL3CFGR3",0x49000005,"RCC PLL3 configuration register 3"
   3,"RCC_PLL4CFGR1",0x08000000,"RCC PLL4 configuration register 1"
   3,"RCC_PLL4CFGR2",0x00000000,"RCC PLL4 configuration register 2"
   3,"RCC_PLL4CFGR3",0x49000005,"RCC PLL4 configuration register 3"
   3,"RCC_IC1CFGR",0x00020000,"RCC IC1 configuration register"
   3,"RCC_IC2CFGR",0x00030000,"RCC IC2 configuration register"
   3,"RCC_IC3CFGR",0x00000000,"RCC IC3 configuration register"
   3,"RCC_IC4CFGR",0x00000000,"RCC IC4 configuration register"
   3,"RCC_IC5CFGR",0x00000000,"RCC IC5 configuration register"
   3,"RCC_IC6CFGR",0x00030000,"RCC IC6 configuration register"
   3,"RCC_IC7CFGR",0x10000000,"RCC IC7 configuration register"
   3,"RCC_IC8CFGR",0x10000000,"RCC IC8 configuration register"
   3,"RCC_IC9CFGR",0x10000000,"RCC IC9 configuration register"
   3,"RCC_IC10CFGR",0x10000000,"RCC IC10 configuration register"
